PAR,Dummy,HTR + E-BST,HTR + TE-BST,HTR + QO$_{0.25}$,HTR + QO$_{1} + M$
4.0859644,2.542993,2.2972146,2.2646886000000004,2.3382009999999998,2.105069
0.7700868000000001,0.000312,0.00021600000000000002,0.00021040000000000002,0.00022080000000000003,0.0002094
95.8023018,131.8989736,78.760966,81.11134859999999,96.0538464,94.8756286
193600.963857,88977.0916268,64200.98143539999,64251.911624399996,64779.0668066,68415.59057540001
0.7436807999999999,0.004549,0.003433,0.0034165999999999997,0.0035288000000000003,0.0035752000000000006
39421.6908048,32518.3714848,21575.7886612,21558.219112799998,23219.552695,24313.005562000002
39431.7130028,32518.3714848,24543.4570458,24688.669260599996,23983.6279104,26604.189104400004
1699.8027542,1745.2487717999998,1707.2069144000004,1703.8211107999998,1704.9073414000004,1691.8234674000003
31.4270864,37.522090399999996,16.2385174,16.084460200000002,16.193358800000002,21.2974906
7.4021542,5.3236012000000015,3.916665,3.9298778,3.8702775999999997,3.7079942
3.4936552000000005,0.6927791999999999,0.6380636,0.6318126000000001,0.6516554,0.6527768
5.979584,4.0576898,2.0313068000000003,2.0521512,2.2085437999999997,2.0600936
16.0735904,23.133916,5.6266295999999985,6.4358598,4.940813200000001,5.4405676000000005
6.0012854,4.8698968,3.198212,3.1945764,3.4461622000000003,2.9593576
0.6391452,0.0234532,0.0144546,0.014739799999999999,0.018122400000000004,0.013978399999999998
